sentiment,text
0,is soo bored and  i just wanna go out and have some fun but thandis at some gay thing all day 
0,@ollyog I really am jealous 
0,okay off to do some job hunting.. can you believe a small gaming comp told me I was over qualified with experience &gt;.&lt; for real  ninnies
0,Saracens losing Andy Farrell to retirement 
0,bad dayy 
0,is gutted my M.AC myth Lipstick broke after 1 use 
0,@JodieWanKenobie Oh yer btw before i go i direct messaged you  not good news im afraid :'(
0,@degrafik The one thing I have learnt is that Sinusitis is a pain in the nose! 
0,I might have to stop following that particular celeb its ruining my liking of him 
0,Yea!!! Calgary won last night!!!!  poor Montreal lost to Ottawa though 
0,@kristinabitch I can't believe shes going to be gone in less than 24 hours. I'm going to miss her so much. 
0,"I'm feeling ecstatic!! I met James Matthews and Josh Wilkinson and got James Towel xD, maan my ears are still ringing and my throat hurts "
0,@invokedprojects @kennymeyers There was a post about it. Playcode was Victor who had been previously banned 
0,@mileycyrus god we have a blizzard here 
0,@Lady_Twitster not really. 
0,ugh todays going to be so bad 
0,"Great, it just started to rain "
0,So tired of crying... 
0,@ABIBAN ohnoes  what's up bansal?
0,my trainer calls ... I have to go to sport 
0,"@thatswhack74 aww, thank you so much! i want to see it too "
0,MAKE IT STOP  fu headache and cold why the hell do you come at such wrong times.
0,"bahah, two days before my birthday, i'll be in the shittest mood ever! D: beware of seb on the 28th of April "
0,@Nathaniel_3 well im someone's bitch. I cant say no cause i feel guilty. Even though i hate it. And my arms are sore from moving fixtures 
0,So far not much going on today.  We will have to wait and see what today brings I guess.  Another yucky day out though. 
0,"omg i slept 2 hours, this sucks. now i'm off to school until 5:30  then i have to memorize my french oral and study for exams :'( too much"
0,Up early and off to work till 6:30pm. 
0,Bleh late for work 
0,is wondering if she smells? Why else would her two best friends in the world leave her 
0,Just woke up. I need more sleep. Funeral at 12 
0,Just got a call from the s2bx: my little one is sick and wants to stay home today. 
0,@Britta_04 nawww love dont be like that 
0,Yeah... Can't do this... But gotta find a way to just be okay. Buttercup can't cheer up 
0,@andrea_space we have snow still 
0,chicken on my sarnies makes me sick. why oh why?  ill have to get a heinz BIG soup later on
0,jquery is bringing me down 
0,"I was gonna go dig up some stumps yesterday, then it snowed! after a month of 50 degree temps, it's back to 30s and snow! "
0,@NineBlackAlps Yeah I was looking all day yesterday for it. 
0,need to do some work. 
0,no eyeliner. i feel naked. leaving the flat now to get to the shops for my mum. and i might text my boyfriend. i miss him 
0,i'm working 
0,It's too nice to go to work 
0,doesnt want to wake up at 5am for work  not cool
0,"@cottoncandizzle Ur SO right.. I wish I was in NYC, too.. Or Los Angeles.. Las Vegas.. Awww &lt;/3 "
0,okay wow apparently my bus already went by. now i have to walk like two miles to my school 
0,"back at work, haven't even managed to get through the new emails in my inbox yet "
0,is well bored and has to wait for 3 hours to start getting ready 
0,"My internet is being painfully slow, it hurts "
0,It's so cold this morning! Not even 40 degress today. I'm wearing 3 layers and still shaking. Brrrr.... 
0,the 15 min nap at my desk din help 
0,@sausagesmcgee  sorry to hear your cat died.  That's always shit.  I miss mine immensely (he's in the UK still) 
0,"@Ailsa_Brown lol. Only 4 more episodes in the season, too... "
0,Shame processing pics isn't as much fun as actually taking them  .
0,"just woken up, finally got to sleep last night, alone, on the couch  watching one tree hill eating cheese and crackers!"
0,"@plastikgyrl Gah, of course. HUGE mess. "
0,"@Darnell hmm, still a nogo. Up here in Canada we're pretty restricted to what tv we can watch online because of copyright laws. "
0,Taling the train in sigh 
0,wishes she was talking to Joey right now... hes the only one that seems to be able to cheer her up lately 
0,@poidge ul man 
0,@mubix but they don't care of the implications of that information. Frankly too few care about sec when lives are at stake 
0,"I'm trying not to do anything today as I probably have the flu, but still have mtg with my adviser, career fair, chem quiz, &amp; group mtg! "
0,"Wow, certainly are a lot of magazines closing down. "
0,"Just booked a dentist appointment, what joy "
0,Ugh. I didn't really finish my CS  I turned it in as is. I will be able to do better now though. Less distractions. lol
0,I really hope I don't die before I get to meet Prince.. Seriously.. I will be a sad corpse.. 
0,"@allaboutenergy Do you happen to have this song in your collection? http://www.amazon.com/I-Am/dp/B001CQ6578   I cannot buy it, USA only "
0,@Lady_Twitster Only managed two this morning. Bit depressing really. 
0,@mikeboyd  anyway if they go... i hope there will be a caffine replacement in that area 
0,@Tracy_R Evil!! I have a prawn salad 
0,"@kristenkreuk Hey Kristen, thought ur work on Smallville was awesome, havnt seen SF (not released in Aus yet)  Any new projects coming up?"
0,just woke up...its cloudy in the virgin islands  only two more days here til i have to go back to seattle
0,@head_bigg The mad marathon of Gears 2 sessions has done my Xbox in LOL! RROD last night 
0,@scrumptious1 haha i know! i missed the series premier of greek too! 
0,@sannewielenga I want/need them here too 
0,ugh.  i wish someone would make a dA script to make it easier to remove people from your devwatch   what a ballache!
0,Noooooo the orioles beat the Yankees 10-5  need to get to bmore to see derek jeter!!!!
0,"@foxiehaha I wish, going for a blood test tomorrow am not well unfortunatly "
0,tweetdeck seems to have died on me  Need to find a reliable twitter platform. Any ideas?
0,@tinkissarah Have fun!!  Am off to do some cleaning at the bungalow 
0,"picture, check... cell phone approved, check... now I just have to figure out how to get followers  it's lonely in here"
0,it is way to cold this morning... i dont wanna get out of bed... but i have to 
0,"Once again in the library working on yep, you guessed it my filiocht bhï¿½il essay! I feel i have been banished to this awful place forever "
0,@rach210 mhmm coles deli i hear we are getting feral brown shirts soon indetad of our lovely blue 
0,"@Frostee Sweetheart, he's from Russia...  I think you're stuck with the snow.  "
0,"Sun and Dï¿½ner, what a great lunch break. But now it's project time again  Upcoming meeting: Masterplan - sounds important BUT IS  ..."
0,My &quot;stuff your face with nothing but fruit all morning&quot; diet has been severely thwarted by the fact that we're out of fruit. 
0,Just had lunch and now its back to the grinding stone... Wish I could be at KKNK 
0,@mileycyrus GOOD LUCK! i wish i could be thereee 
0,"Just woke up, god I feel lazy. Shower time then off 2 the bank before work at 11 "
0,"a pic, and the darn thing flew off before I could.  I can never get those close up shots like in &quot;Birds and Blooms&quot; "
0,If today wasn't shit enough I just ate a mouldy roll 
0,Too much booze talk... making me miss it a lot 
0,I hate  dual carriageway roundabouts. So much. 
0,Going to The Works later for another &quot;70%&quot; session.Bloody boring but it's probably all I'm up to(still) for now.And I have rubbish skin. 
0,"@louizah just watched the repeat of Zain challenge...smart kids!! i feel so blonde  What day &amp; time does the show air in TZ, anyone?"
0,At the school for the disttict track meet. I don't wanna go 
0,Have to wait 45 minutes for the next bus home  I need my own car so bad...
0,can't get TwitterBerry to work 
0,"Wondering where I can find the last ep of Old Harrys Game... the R4 website redesign is pretty, but not helping me atm "
0,i wish i could go see day 26 today  i hate suite 98 they tease all the 20 y/o's ugh!!!!
0,"@beckamcmaster general cleaning, very dull "
0,no one wants to ring me  lol kidding im hunting for zombies not witches (Y)
0,Wicked was mentioned on This morning - I heard it all the way from upstairs - Alexia Khadime is coming back in May and Kerry is leaving 
0,"@nice_n_tidy Sod the rats, it's the squirrels round our way "
0,"@Lairosiel oh no, I hope he's ok "
0,i'm starting to get really fed up with this now. she doesn't like you! just realise that already and come back to me 
0,"Aah, freshly showered and shaved, just wish I was  outside in the sun rather than stuck on the laptop working! "
0,@seishinseii Tell me about it! Hence why I hate stupid stickers. 
0,@AAS No it's definitely not working for me.. 
0,I need a hangover cure 
0,"@garkbit No idea how that thing works - I put my own ID in there and it recalculated with me in 10th place, didn't see you though "
0,"@paulfisher Have sent you an e-mail but not sure if working as haven't received anything all day     Or, I'm just unpopular!"
0,Chocolate milk. I feel sad that updating this may be pointless at times. 
0,@ChronandEcho Your sports editor never got back to me 
0,@Mertmat My guess would be &quot;no&quot; 
0,@mileycyrus goood luck today @ G M A .... No one would take me  I love you!!!!! We are in the same state
0,@charliewalduck It's the budget in Ireland. 
0,Having a 'working from home' day - got one of those lingering cold bugs that won't leave me alone 
0,Late to work and still feeling like poo. 
0,ew i hate when i put lotion on before i sleep and then my roommates turn up the heater! i slept 30 min and now i have a full day ahead! 
0,@jemcam Thursday i am doing nothing. @russbaker is working though  we can still hang out though. what are your Easter plans
0,I dunno what to do 
0,@lickmycupcakes Oh poor puppy  whats wrong with him
0,i hate being sick  damn cold
0,I'm obssesing about my weight! Gah! I can't stop thinking about the lbs. I've gained!!! It's making me upset 
0,Call me retarded...but i just figured out how to see my @ replies on here...my Twitter game is not on point 
0,misses my student days... those days of sitting with a book n not getting up until it was over... 
0,@offtheceiling tired  I think petsmart may have liiiied to me
0,@chrispople didn't see any in Whole Food last week @hollowlegs haven't seen any there either 
0,@DonnieWahlberg I think you have the power to do something about doing a show in MTL.....don't loose us or you will loose us forever 
0,@davidlink awesome to see you'll be speaking at WordCampNOLA. Wish I lived closer 
0,Trying to talk myself into being excited about a long day at work!  
0,@Morticia626 I got chastised for kitty punting with you yesterday. 
0,making ~/images/too_big_for_flickr/.    didn't realize the 20mb/file limit applied to pro accounts.
0,@Phoenix165 That's what happens what you put a trickily worded Proposition in the hands of the electorate rather than the elected.  
0,I need My voice back... 
0,this is siiiiiiick. my server wont lemme go to YouTube  *sigh* i might be on a YT break for a while.....idk.
0,Found it.. bloody iPlayer tho  hate that thing with a passion.
0,all nighters aren't whatsupp 
0,"...another long day ahead. I think my voice may be returning, but my head is still pounding.  Is it Friday yet?"
0,I woke with an insane headache this morning. 
0,"I spent 52 paying bills today. Goodbye money, it was fun while it lasted... "
0,Bah! Just found out we didn't win a pitch because the client felt the team didn't click. What are you sayin? We're not cool enough? Sad. 
0,"just uploaded these pix - April 7th, huh?  Could have fooled me.   http://is.gd/rbg9"
0,New interview about Wolfram|Alpha http://tr.im/in2l  Insanely cool. Can't wait for the launch in May  #wolframalpha #search #semantic-web
0,I can't believe it's snowing 
0,It's too cold for spring 
0,@edsaint awwwwww.......wow I'm such a girl 
0,"ughhh schoool sooooon  (i'm holding every breath for you &lt;3) [Tila i love you so much,thank you for everything!you are amazing!xox]"
0,Starbucks. I need coffee!!!!!! Then school 
0,why am i still up. Great now I have to shower and go to class. 
0,back from dentist  mouth is numb and it's all shitty.... fucking fillings 
0,im bored and have nothing to do... plus in pain cause arm now really weak and hurting after the hospital 
0,"Work work work, I hate weekdays "
0,...hurts  but u just gotta keep on goin or crawl under the duvet and hide
0,gahhh why do I have to be sick before NYC!!! 
0,i just lost my ipod 
0,still working 
0,"Ah the sweet sound of chaos that is school holidays, I wish I was fit to work all day and let wifey deal with this..alas it's not to be "
0,Just enjoying a rammed post office experience 
0,@mitchgdodge well if you told me you wanted to go I had an extra ticket for sunday  you missed out it was hella fun.
0,"So...exactly why is it 35 degrees, when it was 70 Sunday??!!?? Cuz I'm in Cincinnati, that's why!! "
0,"@ahkai 1 death, 1 miscarried n 1 still critical condition is v grave "
0,revsion classes were a bore 
0,@hollykins83  oh hope its not to bad I kiss it better
0,FRIEND REQUESTS ARE EVERYWHERE!  *inhale exhale*
0,@bigste78 I wish o2 would do better deals on the iPhone 
0,no MaltEaster Choccy Bunny today though 
0,@jwbrown83 it wasn't  bk down again now
0,@tonistack telfer etc etc. fucking bunch of wangs. 
0,@stroughtonsmith fuck why couldn't they hold it on a weekend I have school 
0,just realised how gutted she is to return back to London without The End 
0,"really wants to see Snow Patrol live again, seems like months ago and it was only 3 weeks "
0,ahh wait im not 
0,@simonwheatley background is that cafe and bookshop in didsbury. One effect of colour sorting is realising I have only 6 orange penguins 
0,Goodnight&lt;3.  Sleeping in his shirt..I smell like man now lol. I have to wait like 9 more hours to see him 
0,I was wrong! The Sun is not shinning! It was the light on in my room! haha! It's raining here!!  And cold and WINDY!!! LOL
0,So yep got about 2 hours of sleep 
0,"@David_Laing I saw that, wish #Virgin would do that! "
0,is not at all excited about packing (all over again) and putting up at someone else's place. 
0,"has arrived home and wet. I mean, TOTALLY WET "
0,see? my life is gone really flat! CRAP! 
0,Not feeling too good today 
0,@mesirii No!  Ad-hoc meeting spontaneously turned into code camp.
0,@tommcfly are you coming to play at Plymouth again this year cus i cant go to the ucap tour cus you arent coming anywhere near me  oxo
0,Someone in SWEDEN didn't like Mystic Myre http://www.smartestgames.com/gotd.php 
0,"back in the land of the living, but alas, have head in work! "
0,"seriously...if I had only stayed up for 1 more hour, I could have tweeted with the boss.  "
0,Blah sick not going to school today 
0,@PinkTowerLady Good luck to you! We start testing today.....no peace for us til Friday! 
0,@bramstadhouders It's easier to feel connected through mutual pain. It's closer to the general level of consciousness of most people.. 
0,i'm hungry and mommy isn't hereeeee 
0,Wants to watch Primeval... But can somehow never find the right time... 
0,Being ill sucks! 
0,is not having a good day today. 
0,9:30PM! So I asked my teacher if I had to speak about my project and she said noo! I am so happy. I might have spewed up! 
0,@SarahStewart better excuse than &quot;my parrot ate my headset&quot;. Literally - once did 2 in 40 mins  - Blew $160 /sob
0,"Oh snap, bars and #liquor stores aren't open on the statutory holidays during #Easter. Stupid retarded laws "
0,"woke up about 4:30ish very wet ,changed myself  still tryn to go back to sleep,not lookin good tho....."
0,"There is much to be said for drunken singing. Shopping time now, plans for party under way! Doctors apts   but must be done. SPRING HERE!"
0,"Dear Pidgin development team: Please please please can we have a notify for the IRC client, as I never read it until they have gone again "
0,@wzzmypantz 12 hours + on doing 3 of my assessments which is due tomorrow 
0,macbook air has arrived  have to wait till 4 till father retturns 
0,haha .. i dont have many 'followers' or 'followees' 
0,"can you not find a list of songs by each band on blipfm, or do you have to search for each song title individually? "
0,"- Listening to the new Eminem track...Same formula as always - Funny track, serious Track, track about killing someone, the end. boring "
0,"(@humanPincushion) Oh snap, bars and #liquor stores aren't open on the statutory holidays during #Easter. Stupid retarded laws "
0,I'm trapped in my a fat and old body ! I have no choice 
0,@PYTweet nahhhh...tell me y JJ Fad &quot;Supersonic&quot; came on this morning and I got sad 
0,@ijustine Are you a big LOST fan? I missed it.... 
0,@pfortaleza It won't be for long. More rain and wind coming 
0,ok but in for an op in 3 weeks and a biopsy  
0,@Willie_day26 i really wish i could see ya'll tonight but i live in Lansing so i had no way of entering in the contest  sigh
0,Heading off to my hell. Need a vacation badly! I'm 32 and haven't been on one since I was 16. Can't afford one though 
0,"finally back on track in the studio, lost my cubase dongle in miami "
0,"Not much achieved, time to rethink plans for day  Neck pain not helping matters."
0,well after our sunny weekend we woke to ice and snow this morning 
0,heading off to workkk 
0,http://news.aol.com/?feature=416950    Very sad. 
0,Can anyone recommend an air filter for cigarette smoke?  Neighbors smoke heavily &amp; my son's asthma has gotten worse.  Needs steroids now 
0,The result is tomorrow! Oh nooooo! 
0,Morning. My exit interview got moved to Wed. Today I will focus on prepping my iPod lesson... by updating &amp; syncing 30+ iPods 
0,"@tiffanymarie_x3 Haven't been to bed yet.  The perks of unemployment  And yes, apparently your TwitterBerry updates DO come through."
0,"goood morning sheffield, who the fuck text me this morning? a kfc and 3 mc'ds in 2 days is not healthy "
0,Off to the dentist... It is snowing - hope the roads are okay 
0,Stopped at the grocery store before work and picked up some salad.  Wings won last night.  So sad about MSU 
0,@TomFelton It's playing at the West End? Too busy seeing Equus to catch it before it closed. Blame Dan. 
0,"it's snowing.. in april. ugh, sometimes i hate pittsburgh. i miss la  "
0,Spring time is over  http://twitpic.com/2yagh
0,has no followers 
0,@luk3y_ I'll never find that mystic dream 
0,laptop charger is broken - unless a little cricket set up home inside it overnight. typical at the worst possible time 
0,Thinking of the fun we missed last weekend but had to work 
0,@daibarnes I've just looked on your list and it isn't there  http://www.diigo.com/user/daibarnes/moodlefairy?tab=250
0,"@Redd205 it sure will .. &amp; since i'm a responsible mom, i dont have random men in my bed  and i have to use my imagination :-D"
0,nt far i want to go c the boat that rocked but no one will come with me nd i'm nt travelling 2 canterbury on my own 
0,"Ugh I wish I could do a redo on all my sleeping patterns they are so messed up. After getting no sleep sunday night, I slept 4 hrs yest "
0,The pool was actually closed! couldn't even swim  good thing i biked and ran this morning...even on a busted foot!
0,Getting back into the grind.  Wish I was still boarding in tahoe 
0,@ mileycyrus: man it sounds like you had a rough night  i'm sorry. Hope ya get some sleep soon!
0,Queing for the front seat on colossus paid 9 pounds for all 3 of us to jump the 2 hour queue 
0,is not in the mood to work today  bring on my day off tomorrow!!
0,Cant seem to shake the blues away 
0,boo not getting a puppy anymore  the mum mauled them  it such a shame tbh
0,Snow in April is really depressing. 
0,@moderateorgood how long were you planning to live? Life expectancy in Lewisham is low 
0,not having a car sucks.. what a bad week to get my car taken away 
0,"Im tidying my room, Why are school holidays so boring? "
0,I just got denied ~sexual contact for a Disney movie with The Rock in it.  I am none too pleased with this.
0,got my dog at the vet for heart surgery.  
0,duunw how to use this thing 
0,feels really ill 
0,at the airport... its soooo cold and the walk is soooo long. 
0,"@MistyDavies Nope; remember, I have not (yet) upgraded to a *Book with a built-in camera. No camera=no iSight. "
0,Morning followers! Finally changed my Twitter name...only a day after I originally said I would Haha. Can't film today.  Will try tomorrow
0,it's not easy to fly from BOS to SLC 
0,@Phoenix165 California is what happens when you put a trickily worded Proposition in the hands of the electorate rather than the elected. 
0,"@sarahlouisex I fell asleep early last night so I couldn't shower, I'm wearing sweats and glasses. And I feel like shit  I wanna go home."
0,@iamcheerbear don't hurt or hate me! I mayyyyy have lost my ring 
0,@BennyGreenberg It's beginning to wind me up now because it always picks the worst possible moments to freeze 
0,"Heard AT&amp;T selling mini laptops for 50 bucks. Got excited, then learned that the special was only for Atlanta/Philly. "
0,@xx_maria ugh sux2bus. i'm on prepaid as well so accessing the net is bloody expensive! &amp; pretty sure txt updates cost a fair bit too. 
0,is killing trees... I mean downloading important educational research 
0,long day today 
0,a friend broke his promises.. 
0,@gjarnling I am fine thanks - tired 
0,trying to keep my eyes open..damn baking 
0,why the hell is it snowing 
0,"@LouLouK Gisburn is great, there are some nice little single track. Did you try some of the new bits? I havent been in a while "
0,Orange juice and toothpaste mouth combo = 
0,And hating that watching House will kill me! I can't wait for this next episode and at the same time.. I don't want to see it 
0,"Sitting in my car, waiting for my mum to come home. I'm locked out "
0,@zampeachie @Farscale To answer both of you: I studied for FOUR hours before the exam and I'm pretty sure I still fucked it 
0,Is home! Been @ WCH since 8:30AM this morning. Been awake since 4. 2nd born in over night; she is not a happy camper  #WCH #tired
0,needs some tlc 
0,@jemcam hey i've finished homework but B is tired... 
0,@cheechbud Aww thats beautiful in a sad way but true... 
0,Riddle Answer: Romeo and Juliet are fish!!! And the broken glass and water is from the fishbowl breaking 
0,No more early morning flights... Sooo tired 
0,I don't know what to do...  I have to find someone to play with me.... Anyone playing violin? Mozart Sonate? any of them .. lol
0,@dfvsion poor Msu  i feel so bad... and taco bell sounds really freaking good right now. thanks. i just might have to get some
0,@quid_nunc Yeah got 4-5 cm of snow in Newmarket yesterday - seems to be following me 
0,Ugh studying today. I need a study place/study buddy! Anyone into it?! Its also lovely out   fuck the leaving cert.
0,disappointed in missing out on a music video lead role 
0,"is back from New York, but wants to go back so badly "
0,Has too much overtime at work 
0,@purple_hoodie  That's quite a bad break. I drop my mobile a fair bit too.
0,@MissBB83 I've been reading about it on the news.    It seems to keep getting worse.  So terrible.  
0,I am now back in India and feels good to be here..! resumed office and i have caught cold..! 
0,Why can't Excel 2003 handle more than 7 nested IF statements? 
0,So much for all the pics i wanted to post of my room and drum kit..its proven to be beyond impossible since my bedroom light blew 
0,i am soo tired [sigh] 
0,Is grumpy she is no ones bestest friend 
0,MSU Fans..if there is one thing an Ohio State fan can relate to it is losing an National Championship...feel for your loss 
0,"@charlotteSK feel better, pally! "
0,Oh no! How did I only just find this out?! http://www.abc.net.au/news/stories/2009/04/02/2533045.htm?section=entertainment I'm sad now 
0,@rxrrazorblade Poor you.  I just finished work. You'll get through the day.
0,School/workout/home/homework 
0,way jealous of lauren going to see go audio tonight 
0,"@whitsundays It's a great time of year to eat too much! But then, we must diet. "
0,Nobody wants to play with me. 
0,"again at 3:45 during the morning, the crazy old lady downstairs had her music turn on.... uggg "
0,"Got sucked into a movie last night. Am paying for it now in tiredness... and this is my long work day, too "
0,How hard is it to possibly have to give up a pet or two if you have to move? 
0,My face again... I miss this hair  http://paradisaea-decora.deviantart.com/art/Amore-de-Mori-Fascinator-112915560
0,WHY DO THEY HAVE LABS THIS EARLY?! I just want to sleep. 
0,"@cjmgrafx I guess it would be, sorry. "
0,takes Finnie to the vet later today; he's lost weight and she' worried 
0,@mholles I would go with reading Moon Women.  But then I would fall asleep and  be late for work.   If I 'worked'.
0,Time for work. Im tired...  
0,@AshFoo UGHHHH i hate you  *jk* &lt;3
0,I got to sleep for three hours! Off to work 
0,Shit! I think I sprained my ankle... What am I going to do for my 1.6km NAPFA run tomorrow?!? Damn. 
0,Ravioli just burned my tongue! 
0,stuck... it seems there are quite some disadvantages about working alone  i guess i need personal ass-kicker
0,@Joner can't get there 
0,&quot;April SNOW showers. kill may flowers&quot; 
0,programming homework is making me late for work 
0,the sun has given me a terrible headache 
0,"@nichbuick Quite possible I'm afraid, shouldn't happen but can. I had a set replaced under warranty at &lt;2000 miles last year "
0,"we had sunny days, now the rain is coming again  can't go for a walk with my baby"
0,I wish I had been home in time to sleep next to my husband before he went to work for once.  
0,@domcisme might have to consider removing it from the studio mac pro tommorow  /sniff
0,Em ?ang lï¿½m gï¿½ nh? ? Sao ko th?y tr? l?i mï¿½nh  
0,But i missed breakfast cause of it  and its supposed to snow 3 to 6 inches today. Is it april or january?
0,@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work 
0,"@binxy thanks! i started sniffling like crazy at the gym today  boohoo, but lots of vitamin C should do the trick!"
0,@mrskemp sounds like sledgehammer approach to management! sympathy 
0,@Kal_Penn OMG I can't believe what just happened in this weeks House. 
0,why does it have to be cold? why do i have to be awake??  oh well Good morning all
0,@slipandstumble really hope it goes aright 
0,"@andrevr yes, but sadly i can't make it  family commitment from forever ago..."
0,I wish I could install Japanese input on Windows 7 beta 
0,I need food 
0,just had my lunch and did my chores  boring....
0,"Argh... I am not feeling that well today, and my new look with the social site been canceled "
0,Car got broken into last night. Feeling violated! 
0,Jury service was a bust. All done and never got to serve on a trial. Goddamn guilty pleas mean my 2 weeks off work has been cut short 
0,"I almost want to cry because I'm so damn frustrated. I can't breathe through my nose at all, so I can't sleep. No rest=no getting better. "
0,"Is absolutely sick of riding the bus, sick of school and sick of living so far from the church. what an attitude!!! "
0,Ripley is missing Sarah  http://apps.facebook.com/dogbook/profile/view/540402
0,aaa migraine  poo k time to go to school i slept in  buaaa hate tuesdays 8-8 =(
0,is in a proper shitty mood 
0,Go too the schoolll  i have sleeeppp
0,"JUST FINISHED CRYING HER EYES OUT, PARENTING A PRETEEN IS HARD "
0,"Enjoyed playing golf yesterday in the sun, now reaching for the paracetomol before badminton session "
0,soooooooooo much uni work to do 
0,@oliverhudson Thin end of wedge. 
0,@Sheamus any chance you can switch from bit.ly to tiny url? I can't read any of your links at work as bit.ly gets stopped as 'malicious'. 
0,@TomFelton omg that sounds amazing! i live all the way in bangkok so I don't get the chance to see shows like these  enjoy!
0,is messed up 
0,@bexiclepop Sorry hun  Just not sure if I can any more time off atm. Could meet up after Hammersmith tho? You staying in London then? x
0,Ryan talking about his ex-gf miscarrying makes me sad  although he's like 20something with no ambition so it was dodgy &gt;_&gt;
0,@nishafoo i miss you too! 
0,Def taking my Northface out of what I thought was retirement 
0,MCPRUSA lives!!! Always in our hearts. Goodbye Puerto Rico 
0,Ill head 
0,For some reason is unable to sleep 
0,Going to Gulf Shores. But not for fun. For work 
0,Went to see my doc today. Told me that things are worse than expected. Need some meds from the drugstore - some heavy stuff. 
0,gonna hit the sack. massive day of uni 
0,Hayfever attack! Looks like I've got to get back on the Flixonase again 
0,Just watched this week's episode of House. Oh my God - it was so sad  made me cry.
0,"Friend's wedding tomorrow. But the venue is so far away from my place, and not very accessible using the MMTS either. What do I do "
0,"After a week of holidays lot of work to do, answer emails, create some changelogs etc, not a pleasure work at all "
0,"Ufff, they`re all now offline (my moldavian friends) "
0,What do you do if a blonde throws a grenade at you? Pull the pin and throw it back. hahahaha not.. I need a good joke 
0,"@airbush  thanks for the guru links, but they just take me to the sign in page "
0,I had a dream about one of the people who I follow and they follow me...he went to prom and I didn't 
0,At work 
0,"Silverstein stuff still isn't here  lame. I don't like our postman, he's a knob"
0,It's snowing! Really wish it would stick though 
0,"@amazingphoebe i guess so :/ but i'ma still be hell fucked off those nights regardless, i guess "
0,is strangely addicted to 'great british menu' just need to do some woooork 
0,"Ugh, school  i hate coming early and just sitting at my locker."
0,"back from school, now doing the papers "
0,finished ma pasta  gotta get on and do my homework now..grrr
0,just came home....drained. 
0,Having some lunch &amp; watching The Women with mother... throat hurts sooo bad! 
0,want http://tinyurl.com/3p7653 !! but not in the uk store 
0,is goin to work 
0,"Last night I watched the most depressing episode of House ever!  But anywho, I'm sooo tired of speaking French 24/7. Ick..."
0,"Just got Delicious Library license key, scanning everything with #barcodes. Burt's Bees Beeswax lipbalm fail. "
0,"When I think of all the unsavory things I've done in my life, the most guilt comes from waking a kid for school..seems soooo cruel. "
0,humm no support for remote cvs history in opengrok 0.7 ...  guest i have to wait for 0.8!! 
0,@quii  Jealous Java programmer -&gt; @HeyChinaski
0,omygosh!  my lupus rash on my face is so awful this morning!  I look like a monster 
0,Lets hit the showers Tweets...can't have you stinking up the place!  Oh wait- that's me  
0,wishes things were easier 
0,"Mornin twitterlings! I am tired. Don't want 2 get out of bed, but must catch earlier train "
0,i want my long hair back 
0,"@lickmycupcakes  So sad when animals are unhappy, my dog has mastered the reproachful-youre-breaking-my-heart puppy look."
0,@monikamundell ...but twitter seems to be taking up my email time at the moment 
0,@Firefly2020 I didn't win!  my 5 horses came just outside the top 5!
0,jealous of all the people tweeting about meeting amber benson at supernova/king comics signing.  hope the perth supanova gets some stars.
0,Chest pain.  Hockey training tmr. 
0,C? g?ng l?t ?? ng?i d?y 
0,April + Snow = 
0,No coke. SHOCKER. 
0,baahh???  SNOW?!?! .....  gross...
0,i still want more followers.... celebrities!! for my challenge is not working too well!! 
0,"Must stay of Etch shop, Must stay of Etch shop, Must stay of Etch shop, Must stay of Etch shop . . . dammit "
0,"@chandarenee yo,yo.... hope your well, haven't seen ya'll in a minute "
0,Wife just called with my 2yr old on the phone. Woke up and wanted daddy. 
0,Looks like McG lost his R-Rating battle over Terminator Salvation. Watered down Terminator movie?  http://tinyurl.com/c37yjv
0,@KristyLee04 yeah... sometimes i actually do try to be gangsta when i feel like it would suit the moment... but i always fail miserably 
0,"Dang. I had hoped to make my Xcake debut soon, but can't make Thursday evening "
0,"picked up my new glasses yesterday, and when i woke up this morning i thought they got my prescription horribly wrong! it's snowing "
0,Cramps are crappy. 
0,"@innocentdrinks prob not first to say this, but I really really hope this coke deal  isn't the end of the innocence! "
0,its so hot in frankfurt 
0,@thatCulliverkid I thought you really cared 
0,@shirohiro mama bear i miss you 
0,Yay we won our debate... but now I'm tired... and Bored. And I'm weird when I'm bored... 
0,"@dkingh Glad you still like it! Still want one of my own hahaha, but i don't have the time to make one... "
0,@AsiaSadeAzante hey Mama! U still at the studio?? Woke up in the mid of the nite 
0,"@Glinner awwh I feel dirty now, having followed an amateur armando  damn fakes!"
0,"@pholloway hrm, yes I just noticed that too... probably best to ring up... (and I can't make it that night BTW so I won't see you  )"
0,@Irfan160  No  i'm so tired now.
0,I am very close to buying a MacBook 
0,@Wand003 It'll be a sad day for Endemol. 
0,@eBeth have installed the much talked about tweetdeck... My hubby does most of the geek stuff in our house so am a little bemused 
0,Well later friends better do some work! 
0,thinking how i am actually gonna revise for my gcse's which are very soon unfortunately 
0,"@sabrinatan Gorgeous, I told you that your foundation has been discontinued yes? It's getting recalled on April 14  xox"
0,@Sophiamar  espero que estejas bem. Need anything. lady? Kiss
0,i miss my mum  havent seen her for almost a week and i still have to wait another week  she just called me i miss her
0,This day officially sux.. bad mood and stuff like that 
0,I hate no sex week 
0,I think #nickdarcy got a raw deal! Another champion leaves the pool. 
